text,assistant
"That's all.","Thank you. I'll repeat your order for you. You've got a [ITEM_SIZE] Aussie, a [ITEM_SIZE] town special with [ITEM_INGREDIENT], a [ITEM_SIZE] Capricciosa with [ITEM_INGREDIENT], a [ITEM_SIZE] half [ITEM_NAME] and half barbecue chicken with [ITEM_INGREDIENT]. And a serving of garlic bread."
"Yes, thank you.","Thank you. That's $113.50 and you can come and pick that up in 20 minutes."
"If it's pickup, it's 20 minutes. If it's for delivery, it's 45 minutes.","How long for pickup."
"20 minutes.","Yeah. Could I order one, please?"
"Of course you can. Can I get your phone number first, please?","My phone number? [PHONE_NUMBER]."
"We're just booking for tea. We'll probably be there shortly for seven. Is that all right?","Okay, that's fine. Have you already pre-booked the table?"
"No.","Okay. Would you like to book a table? How many people are there?"
"Seven.","Let me just transfer your call to management and they can give you an idea of the availability. Is that okay?"
"Sure. Thank you. Country pizza. How can I help you? Hello. I'm just wondering if we can book a table for seven tonight?","For seven? Yeah, no worries. For what time?"
"Sort of any minute now. Like from now onward, maybe 20 past 5 or 5:20.","All good. Yeah. And could I just grab a name and phone number for the booking, please?"
"[PERSON_NAME]. [PERSON_NAME]. And the phone number is [PHONE_NUMBER].","No worries. So booking for seven under [PERSON_NAME] for 5:20. And the phone number being [PHONE_NUMBER]. That's right, yes?"
"Yeah, sure. Just a moment, please.","No worries."
"Thank you. Can I have your phone number, please?","[PHONE_NUMBER]."
"Okay. [PHONE_NUMBER].","Just a moment. Is it for [PERSON_NAME]?"
"Yes. Thank you.","All right. What would you like to order?"
"Can I please get a large Hawaiian with extra pineapple, please?","Certainly, one [ITEM_SIZE] [ITEM_NAME] with extra [ITEM_INGREDIENT] coming up."
"A medium garlic pizza.","Okay. What else?"
"And just a medium southwest chicken, too, please.","All right. Anything else?"
"That's all, thank you.","All right, let me repeat the order for you. So you have a [ITEM_SIZE] [ITEM_NAME] with extra [ITEM_INGREDIENT], a [ITEM_SIZE] garlic and cheese pizza and a [ITEM_SIZE] Southwest chicken, correct?"
"That's the one.","All right. That would be $61, and you can come pick it up in 20 minutes."
"Could I get your phone number first, please?","[PHONE_NUMBER], thank you."
"The name, please?","[PERSON_NAME]."
"Thank you. And the address you'd like it delivered to, please?","[LOCATION]. [LOCATION] [LOCATION]. [PERSON_NAME]."
"Sorry. Could you spell that for me, please?","[LOCATION]. Okay."
"Prismatic, please.","That's it. Correct."
"Thank you. And what would you like?","How many slices in a medium?"
"I believe that I've just checked for you.","Thank you."
"Six slices.","Okay, cool. Can we have two medium pizzas? We want one pepperoni and one Aussie, please."
"Okay. Would you like anything else?","Do you want some garlic bread, a little bit of garlic bread? No, that's enough."
"All right. A medium pepperoni and a medium Aussie.","Yes. Thank you."
"Thank you. That's $41. Would you like to pay by cash or card?","Card, please."
"Card. I'll just take some details off you. If I could start with the card number, please.","[CREDIT_CARD_NUMBER] okay. [CREDIT_CARD_NUMBER]. [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER]."
"Thank you. The expiry date, please?","[CREDIT_CARD_EXPIRATION]."
"And the CVV, please?","[CREDIT_CARD_CVV] thank you. If you just bear with me, please, while the payment is processing."
"Don't make any noise, [PERSON_NAME]. Lady's finding hard to hear.","Okay, perfect. That's done. $41, and it should be delivered to you in an hour's time."
"Yeah, it's [PHONE_NUMBER].","Thank you. And to confirm, that's for [PERSON_NAME]?"
"Yep.","And it's [LOCATION]?"
"Correct.","Thank you. And what would you like?"
"I'll just grab a medium southwest chicken. I'll grab a gluten free half garlic and half barbecue chicken.","Anything else?"
"No, thank you.","That's one [ITEM_SIZE] southwest chicken and one [ITEM_SIZE] gluten free pizza with half barbecue chicken and half garlic cheese. That's $47.50. Would you like to pay by cash or card?"
"By cash, if we can.","Cash, that's fine. Should be delivered to you within an hour and twenty minutes."
"No worries.","Thank you."
"For sure. Just a moment. May I have your phone number, please?","Five."
"[NUMBER_SEQUENCE] thank you. Just a moment. Is this for [PERSON_NAME]?","That's correct."
"All right. What would you like to order?","One medium pizza, half pumpkin and half ham and pineapple. That's half Virginia, half pumpkin."
"Sure. Half pumpkin, half Virginia. Anything else?","That's all, thanks."
"All right, I have one medium pizza, half pumpkin, half Virginia. Your total amount is dollar forty-two twenty-one. We'll have your order ready in 20 minutes. Hello?","Yeah, say it again."
"Total amount due is dollar twenty-one forty-two. We will have your order ready in 20 minutes.","20 minutes. Thank you. Thanks very much."
"That's our ten minutes.","You're going to be all right with that? Shall we move on with it?"
"Can I get a small Aussie and another small Aussie with onion, so as.","Certainly, one [ITEM_SIZE] [ITEM_NAME] and another [ITEM_SIZE] [ITEM_NAME] with [ITEM_INGREDIENT], coming right up."
"And a small Americana.","Okay, one [ITEM_SIZE] [ITEM_NAME]. Anything else?"
"And a medium garlic and cheese pizza, please.","Sure, one [ITEM_SIZE] garlic and cheese pizza. Let me read back your order."
"It'll be pickup.","Can I get your phone number first, please?"
"It is [PHONE_NUMBER].","Okay. [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER]?"
"Yeah.","Thank you. What would you like?"
"Just a small margarita with extra sauce on top, please.","Certainly, one [ITEM_SIZE] [ITEM_NAME] with extra [ITEM_INGREDIENT] on top. Would you like anything else?"
"No, that's everything. Thank you.","Thank you. That's $14. It will be ready for you to pick up in 20 minutes."
"[PERSON_NAME] [PERSON_NAME].","Okay, let's have a look. Is that [PERSON_NAME] at Scrub Hill 511?"
"Yes.","Okay, give me one second. Let me get the exact situation of this one. I'll transfer your call to the front desk and they should be able to assist you right away. They will know how far the driver is and how long it's going to be there. Okay. Must be on the way though. But I'll transfer you now. Okay."
"Takeaway. Can I get your phone number first, please?","My phone number is [PHONE_NUMBER]."
"Is that [PHONE_NUMBER] at the end?","Yep."
"Thank you. Is that for [PERSON_NAME]?","Yeah."
"Thank you. And what would you like?","Could I just order a large margarita, please?"
"Anything else?","That's all. Thank you."
"Thank you. That's $23 and it should be ready for you to pick up in 20 minutes.","Thanks for that."
"[PHONE_NUMBER]. [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER].","Thank you. Is that for [PERSON_NAME]?"
"Yeah.","And it's [LOCATION] [LOCATION] [LOCATION], [LOCATION]?"
"Yes, that's the one.","Thank you. And what would you like?"
"Can I please get a large Mexicana pizza? And I'll get another large pizza with half southwest chicken and half barbecue.","Okay, a [ITEM_SIZE] [ITEM_NAME] pizza, and another [ITEM_SIZE] pizza with half [ITEM_INGREDIENT] and half [ITEM_INGREDIENT]. Would you like anything else?"
"That's all.","Okay, that's 46 dollars and 50 cents. Would you like to pay by cash or card?"
"I'll pay by card if I can.","Of course you can. I'll just take some details. If I can start with the card number, please."
"Yeah. [CREDIT_CARD_NUMBER] okay. [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER].","Thank you. The expiry date, please?"
"[CREDIT_CARD_EXPIRATION].","Thank you. The CVV, please."
"[CREDIT_CARD_CVV]. [CREDIT_CARD_CVV] [CREDIT_CARD_CVV].","Thank you. Just bear with me, please, while the payment is processing. Thank you. Okay, perfect. That's done for 46 dollars and 50 cents, and it should be delivered to you in an hour's time."
"[PERSON_NAME], can I get your phone number first, please?","Sure, my number is [PHONE_NUMBER]."
"Thank you. Confirm. Is that for [PERSON_NAME]?","That's right."
"And it's [LOCATION] [LOCATION] [LOCATION], [LOCATION], that street?","Yes, that's correct."
"Thank you. And what would you like?","Can I get a gluten free sardo chicken pasta?"
"Sorry, what pasta would you like with it?","Just the gluten free one, please."
"Anything else?","No, that's all. Thank you."
"That's $31. Would you like to pay by cash or card?","I'll just pay cash, please."
"Cash. That's 31. And it will be delivered to you in 45 minutes?","Yes, that's fine."
"And how much will it be?","It's $31."
"Certainly. Can I get your phone number first, please?","Yes. [PHONE_NUMBER]."
"Is that for [PERSON_NAME]?","Yes."
"Thank you. What would you like?","Cubbies. Get a [ITEM_SIZE] Aussie, a [ITEM_SIZE] half classic pepperoni, half [ITEM_NAME], but with vegan cheese, please."
"Okay. On the whole thing?","Yes, please."
"Okay, so you'd like the normal cheese removed and added vegan cheese?","Yes, please."
"Just bear with me. I'll do that for you. Anything else?","Yes, can I please get a [ITEM_SIZE]. Is there a pumpkin pizza, a vegetarian? Can I get a [ITEM_SIZE] one of those? Again with the."
"Remove the normal cheese and add vegan?","Yes, please."
"Anything else?","No, that's it. Thank you."
"Thank you. So you've got a [ITEM_SIZE] Aussie, a [ITEM_SIZE] half classic pepperoni and half [ITEM_NAME] with vegan cheese, and a [ITEM_SIZE] pumpkin with vegan cheese?","Yes, please."
"Thank you. That's $60.50 and you can come and pick that up in 20 minutes.","20 minutes. No worries."
"[PHONE_NUMBER]. [PHONE_NUMBER] and then [PHONE_NUMBER].","Thank you very much. [PHONE_NUMBER]. Thank you. Appreciate that. And that'll be for [PERSON_NAME]."
"What was the last order, please?","Last order, I believe was about two months ago. Let me just pull that up. That's an [ITEM_SIZE] Aussie Margarita pizza with added barbecue sauce base and pineapples, removing the tomato sauce base. And then you also had an [ITEM_SIZE] town special pizza as is."
"Okay, great. I'll get a large town special with extra anchovies.","Okay. So we're not doing the Aussie one, are we?"
"No, thank you.","Okay, give me one second. So we just simply go to the town special pizza, [ITEM_SIZE]."
"Yes, large town special with extra anchovies.","Extra anchovies. One second. All right. Extra [ITEM_INGREDIENT] added. What else?"
"Thank you. And I'll get a large barbecue Aussie with onion and pineapple.","So the Aussie pizza, you want the [ITEM_SIZE] one? And you want to have barbecue sauce as the base, right?"
"Barbecue base.","Okay, so we're doing barbecue base. Let me remove the tomato sauce base and add barbecue sauce base. Then I've also got barbecue sauce on top. Do you want that just a tiny bit?"
"Don't put any on top.","Okay. Don't put any on top. Got it. Anything else?"
"The barbecue Aussie with onion and pineapple.","With onion and pineapple. So we're adding [ITEM_INGREDIENT] and [ITEM_INGREDIENT]. Done. Would there be anything else you'd like to add?"
"That's it. Thank you.","Okay. Do you want me to read the order back, or is everything correct?"
"No, that's perfect.","Okay, so the beginning of the order is a [ITEM_SIZE] town special pizza with extra [ITEM_INGREDIENT]. And then we have an Aussie pizza, [ITEM_SIZE]. We've removed the tomato sauce base and added barbecue sauce base, [ITEM_INGREDIENT], and [ITEM_INGREDIENT]. The total comes to $44.50 and should be ready for pickup in about 20 minutes."
"For sure. Just a moment. May I have your phone number, please?","Five."
"[NUMBER_SEQUENCE] thank you. Just a moment. Is this for [PERSON_NAME]?","That's correct."
"All right. What would you like to order?","One medium pizza, half pumpkin and half ham and pineapple. That's Virginia. Half Virginia, half pumpkin."
"Sure. Half pumpkin, half Virginia. Anything else?","That's all, thanks."
"All right, I have one medium pizza, half pumpkin, half Virginia. Your total amount is dollar forty-two, twenty-one. We'll have your order ready in 20 minutes. Hello?","Yeah, say it again."
"Total amount is dollar forty-two, twenty-one. We will have your order ready in 20 minutes.","20 minutes. Thank you. Thanks very much."
"Okay. [PHONE_NUMBER]. All right, just a moment. Is it for [PERSON_NAME]?","Yeah."
"All right. What would you like to order?","Can I go one [ITEM_SIZE] pizza?"
"All right.","Half [ITEM_NAME] and half [ITEM_NAME], please."
"Okay. Half Hawaiian, half Aussie. Give me a moment.","Extra [ITEM_INGREDIENT] on the entire pizza, please."
"Okay, just a moment. All right, anything else?","That's all, thanks."
"All right, a king size pizza, half Aussie, half Hawaiian with extra cheese on the entire pizza. That would be $35 and you can come pick it up in 20 minutes. 35?","Yes. So how much is it without extra cheese?"
